gpa,family_income,is_orphan,is_displaced,region,high_school_type,has_verification,gender,faculty,Status
92.9,84.07,0,0,Koonfur Galbeed,Public,1,Female,Eng,1
95.6,54.89,0,1,Hirshabelle,Public,1,Female,Agri,1
60.6,357.07,1,0,Somaliland,Private,1,Female,Agri,1
73.5,93.98,0,1,Banadir,Private,1,Male,Medicine,1
86.7,51.46,1,0,Puntland,Public,1,Female,CS,1
93.9,265.24,1,1,Puntland,Public,1,Female,Eng,1
69.0,184.27,1,0,Somaliland,Private,1,Female,Eng,1
75.9,220.06,0,1,Koonfur Galbeed,Private,1,Male,Medicine,1
87.1,419.65,1,1,Banadir,Public,1,Male,Medicine,1
86.6,86.45,0,1,Galmudug,Private,1,Male,CS,1
89.1,100.96,0,1,Somaliland,Private,1,Male,Eng,1
78.5,297.47,1,0,Banadir,Private,0,Female,Eng,0
55.2,131.53,1,0,Galmudug,Private,1,Male,Medicine,1
95.2,102.95,0,0,Galmudug,Private,1,Male,Agri,1
93.3,351.54,1,1,Koonfur Galbeed,Public,1,Male,Eng,1
89.9,127.78,0,0,Jubaland,Public,1,Female,Agri,1
55.0,125.0,0,0,Somaliland,Private,0,Male,Medicine,0
60.2,576.83,1,0,Hirshabelle,Private,1,Male,Medicine,0
87.2,53.01,0,0,Puntland,Private,1,Male,Agri,1
51.2,590.71,1,1,Galmudug,Private,1,Female,Agri,1
99.0,122.63,0,1,Koonfur Galbeed,Public,0,Male,Agri,1
68.9,638.88,1,1,Banadir,Private,1,Male,Agri,1
86.0,74.93,1,1,Koonfur Galbeed,Public,1,Female,Medicine,1
94.4,204.43,1,1,Puntland,Private,1,Male,CS,1
69.7,291.54,0,0,Jubaland,Public,1,Male,Medicine,1
66.0,300.55,1,1,Puntland,Private,1,Female,Agri,1
80.4,67.27,0,0,Puntland,Private,1,Male,Medicine,1
79.0,66.33,1,1,Galmudug,Private,1,Female,Eng,1
70.5,224.07,0,1,Jubaland,Private,1,Female,Agri,1
80.1,67.23,0,0,Jubaland,Private,1,Male,Agri,1
96.8,339.97,1,0,Jubaland,Public,1,Male,Agri,1
73.4,388.14,0,0,Hirshabelle,Private,1,Female,Eng,1
59.8,77.54,0,0,Koonfur Galbeed,Public,0,Male,Medicine,1
68.9,313.86,1,1,Jubaland,Private,1,Male,Agri,1
69.7,58.98,0,0,Puntland,Public,1,Female,CS,1
56.6,615.11,0,0,Somaliland,Public,1,Male,CS,1
58.1,182.74,0,0,Jubaland,Private,1,Male,Agri,1
84.2,287.06,0,0,Banadir,Public,1,Male,Eng,1
67.0,284.59,0,0,Puntland,Public,1,Female,Medicine,1
97.7,242.81,0,0,Puntland,Private,1,Female,CS,1
62.2,210.53,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
54.9,55.13,0,0,Somaliland,Public,1,Female,Agri,1
87.7,411.75,0,0,Koonfur Galbeed,Public,1,Female,Eng,1
94.1,216.06,1,0,Jubaland,Public,1,Female,Medicine,1
63.9,101.56,1,1,Jubaland,Private,1,Male,Eng,1
60.1,126.12,0,0,Koonfur Galbeed,Public,1,Female,Agri,1
59.3,130.84,0,0,Galmudug,Private,1,Female,Agri,1
76.1,62.01,1,1,Puntland,Private,0,Male,Medicine,1
73.4,87.57,0,0,Puntland,Public,1,Female,Eng,1
63.0,53.65,0,0,Galmudug,Private,0,Male,CS,0
52.3,211.09,0,1,Banadir,Private,0,Female,Medicine,1
74.1,146.61,0,0,Puntland,Private,1,Male,CS,1
98.0,625.43,1,1,Banadir,Private,1,Female,Medicine,1
82.6,98.83,1,1,Galmudug,Private,1,Female,Eng,1
74.8,204.36,1,1,Jubaland,Private,1,Female,Medicine,1
55.5,62.43,0,1,Banadir,Private,1,Male,CS,1
62.6,114.84,0,0,Hirshabelle,Public,1,Male,CS,1
64.7,220.42,0,1,Galmudug,Public,1,Female,CS,1
88.2,595.43,0,0,Hirshabelle,Private,1,Female,Eng,1
93.8,638.39,0,1,Puntland,Public,1,Female,CS,1
95.1,58.97,1,0,Koonfur Galbeed,Public,1,Male,CS,1
99.2,224.95,0,0,Puntland,Public,1,Female,Agri,1
99.1,95.49,1,0,Jubaland,Public,0,Male,CS,1
97.6,426.4,0,0,Jubaland,Public,1,Male,Agri,1
53.6,290.95,0,0,Puntland,Private,1,Male,Eng,0
56.9,92.35,1,0,Somaliland,Private,1,Male,Eng,0
65.2,138.61,1,1,Banadir,Public,1,Female,Eng,1
77.6,51.41,0,0,Jubaland,Public,1,Female,CS,1
54.8,143.57,0,1,Galmudug,Private,1,Male,Agri,0
92.3,192.17,0,1,Somaliland,Private,1,Female,Agri,1
80.8,166.23,0,1,Jubaland,Public,1,Male,Medicine,1
77.1,283.94,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
58.3,76.58,0,1,Puntland,Public,1,Male,Medicine,1
62.7,366.72,1,1,Somaliland,Public,1,Female,Agri,1
58.0,135.12,0,1,Banadir,Private,1,Male,Agri,1
92.6,138.65,1,1,Jubaland,Private,1,Female,CS,1
79.2,113.43,1,0,Puntland,Private,1,Male,Agri,1
86.8,321.6,0,0,Hirshabelle,Private,0,Male,Agri,1
64.8,142.59,0,1,Somaliland,Private,0,Female,Eng,0
68.6,116.71,0,0,Galmudug,Private,1,Female,CS,1
70.2,230.95,1,1,Puntland,Private,1,Male,Agri,1
88.0,232.76,1,0,Somaliland,Private,1,Male,Eng,1
88.6,121.67,1,0,Puntland,Public,1,Female,Medicine,1
60.3,396.1,0,0,Jubaland,Private,0,Female,Agri,0
97.1,136.47,0,0,Banadir,Private,1,Male,Eng,1
56.0,283.69,0,1,Banadir,Private,1,Male,Agri,1
94.8,112.9,0,0,Jubaland,Private,1,Male,Eng,1
55.0,323.86,1,1,Jubaland,Private,1,Male,CS,1
63.2,316.34,0,0,Somaliland,Public,1,Female,Agri,1
92.3,277.21,0,1,Jubaland,Public,1,Male,Eng,1
59.0,337.73,0,0,Somaliland,Private,1,Female,Medicine,1
70.7,204.16,0,0,Hirshabelle,Private,1,Female,Medicine,1
72.5,86.74,1,0,Jubaland,Private,1,Male,CS,1
62.3,178.23,0,0,Hirshabelle,Private,1,Female,Eng,1
85.5,92.62,1,1,Puntland,Private,1,Female,Medicine,1
92.6,222.63,1,1,Puntland,Public,1,Male,Agri,1
93.7,71.3,1,0,Somaliland,Public,1,Male,Agri,1
67.0,201.77,1,0,Banadir,Public,1,Male,Eng,1
76.5,78.34,1,0,Galmudug,Public,1,Male,CS,1
62.4,209.76,1,0,Somaliland,Public,1,Male,Eng,1
62.2,787.61,0,0,Somaliland,Private,1,Female,CS,1
58.1,256.61,0,0,Jubaland,Public,1,Male,Agri,1
97.0,116.08,0,1,Banadir,Private,0,Male,Medicine,1
94.4,99.05,0,1,Somaliland,Public,0,Female,Agri,1
88.9,147.35,0,0,Koonfur Galbeed,Public,1,Male,Medicine,1
75.9,178.74,1,0,Galmudug,Public,1,Male,CS,1
74.5,217.38,0,0,Galmudug,Private,1,Male,Agri,1
76.5,102.38,0,0,Jubaland,Private,1,Female,Medicine,1
76.8,230.62,1,0,Jubaland,Private,1,Female,Agri,1
71.7,82.94,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
56.6,517.92,1,0,Koonfur Galbeed,Private,1,Female,Medicine,0
56.3,285.96,0,1,Somaliland,Private,1,Male,Medicine,0
97.6,166.64,1,1,Koonfur Galbeed,Private,1,Male,Eng,1
74.1,256.19,1,1,Banadir,Public,0,Female,Agri,1
97.7,80.52,0,1,Somaliland,Public,1,Male,Agri,1
58.2,402.02,0,0,Somaliland,Private,1,Female,Medicine,0
77.7,466.62,0,0,Galmudug,Public,1,Female,Eng,1
60.4,88.86,0,0,Galmudug,Public,1,Female,CS,1
62.7,56.92,0,1,Jubaland,Private,1,Male,Eng,1
51.5,128.84,1,1,Puntland,Public,0,Female,Agri,1
55.9,249.28,0,0,Jubaland,Private,1,Male,Agri,1
95.8,694.81,1,0,Puntland,Private,1,Male,Medicine,1
66.1,123.31,0,0,Jubaland,Private,1,Female,Medicine,1
80.4,121.79,1,0,Somaliland,Private,1,Male,CS,1
73.3,72.91,0,1,Koonfur Galbeed,Private,0,Male,CS,1
70.0,413.35,0,0,Hirshabelle,Private,1,Female,Medicine,1
76.6,610.93,0,0,Puntland,Public,1,Male,Agri,1
59.4,62.99,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
99.4,67.06,1,0,Galmudug,Public,1,Male,Medicine,1
90.9,104.73,0,0,Somaliland,Private,1,Female,Eng,1
87.1,451.1,0,1,Jubaland,Public,1,Female,CS,1
73.4,915.64,0,0,Puntland,Private,1,Female,CS,1
57.6,128.35,1,0,Banadir,Public,0,Male,Agri,1
96.0,301.61,0,0,Somaliland,Private,1,Male,CS,1
67.1,211.01,0,0,Hirshabelle,Public,1,Male,Medicine,1
52.5,93.77,0,0,Somaliland,Public,1,Male,Eng,1
67.1,192.77,0,0,Somaliland,Public,1,Male,CS,1
89.7,573.96,0,0,Koonfur Galbeed,Public,1,Male,CS,1
81.1,307.68,1,0,Koonfur Galbeed,Private,1,Female,CS,1
87.5,320.42,0,1,Jubaland,Private,1,Female,Medicine,1
89.7,296.51,1,1,Banadir,Public,1,Male,Agri,1
60.6,77.16,0,1,Galmudug,Private,1,Male,Medicine,1
96.2,177.98,0,0,Hirshabelle,Private,1,Male,Medicine,1
71.9,259.34,0,1,Koonfur Galbeed,Public,1,Male,Medicine,1
82.0,185.51,0,1,Koonfur Galbeed,Private,1,Male,Agri,1
50.1,51.94,0,0,Galmudug,Public,1,Female,CS,1
99.7,66.89,0,0,Banadir,Public,1,Male,Agri,1
64.0,472.26,0,0,Puntland,Public,1,Female,Medicine,1
53.1,305.25,1,1,Hirshabelle,Public,1,Male,Agri,1
72.9,293.84,0,0,Galmudug,Public,1,Female,Medicine,1
56.5,438.69,0,0,Jubaland,Public,1,Female,CS,1
57.6,268.29,0,1,Somaliland,Public,1,Female,Medicine,1
81.6,731.89,0,0,Galmudug,Public,0,Female,CS,0
69.6,473.55,1,1,Somaliland,Private,1,Male,Eng,1
96.1,107.09,0,1,Puntland,Private,1,Male,Eng,1
66.0,124.28,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
86.3,183.93,0,1,Somaliland,Private,1,Female,CS,1
73.1,105.52,0,0,Puntland,Public,1,Female,Eng,1
83.0,402.13,1,1,Banadir,Private,0,Male,Medicine,0
80.0,84.73,0,1,Jubaland,Public,0,Male,Agri,1
73.6,210.37,1,1,Koonfur Galbeed,Private,1,Male,Eng,1
97.5,296.12,0,0,Puntland,Private,1,Male,Eng,1
67.1,210.86,1,0,Puntland,Public,1,Male,Agri,1
58.9,103.1,0,0,Puntland,Public,1,Male,Eng,1
83.9,173.39,0,0,Banadir,Public,1,Female,Eng,1
92.3,77.68,1,0,Galmudug,Public,1,Female,CS,1
52.0,181.39,0,1,Somaliland,Public,1,Male,Eng,1
72.5,195.62,0,1,Hirshabelle,Private,1,Female,Medicine,1
94.6,175.27,1,1,Somaliland,Public,1,Female,CS,1
87.5,192.04,0,0,Galmudug,Private,1,Female,Agri,1
99.6,100.76,1,0,Banadir,Public,1,Female,CS,1
76.6,657.9,1,0,Somaliland,Public,1,Female,Eng,1
83.0,282.63,1,0,Somaliland,Public,1,Male,CS,1
65.1,224.58,1,0,Banadir,Private,1,Male,Medicine,1
97.4,245.17,0,0,Somaliland,Public,1,Male,Agri,1
68.3,135.99,0,0,Jubaland,Public,1,Female,CS,1
86.9,514.92,0,0,Somaliland,Public,1,Female,Eng,1
70.2,77.5,1,0,Jubaland,Private,1,Female,Eng,1
78.1,57.68,1,0,Hirshabelle,Public,1,Male,Agri,1
86.0,250.15,0,0,Hirshabelle,Public,1,Female,CS,1
75.4,206.74,0,1,Banadir,Private,1,Female,Eng,1
95.4,121.22,0,0,Galmudug,Private,1,Male,Medicine,1
71.0,763.31,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
82.4,274.26,1,0,Koonfur Galbeed,Private,1,Female,Medicine,1
67.1,180.18,0,1,Somaliland,Private,1,Female,Medicine,1
70.4,332.05,1,0,Hirshabelle,Private,1,Female,Medicine,1
72.0,81.84,1,1,Hirshabelle,Public,1,Female,CS,1
56.3,125.06,1,0,Somaliland,Private,1,Male,Medicine,1
54.6,90.08,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
83.4,92.36,1,1,Galmudug,Public,1,Female,Medicine,1
82.8,321.7,1,0,Hirshabelle,Public,1,Female,CS,1
83.1,163.85,1,1,Hirshabelle,Private,1,Male,Medicine,1
51.0,197.68,0,0,Hirshabelle,Private,1,Female,Medicine,1
66.3,116.9,0,1,Koonfur Galbeed,Public,1,Male,Eng,1
59.9,73.73,1,0,Koonfur Galbeed,Private,1,Male,Agri,1
88.9,104.32,0,0,Somaliland,Public,1,Female,Eng,1
93.0,106.23,0,1,Jubaland,Private,1,Male,Eng,1
62.3,219.52,0,1,Galmudug,Private,1,Male,CS,1
83.4,284.46,0,0,Hirshabelle,Private,1,Female,Agri,1
56.5,801.86,0,1,Somaliland,Private,1,Female,Medicine,0
63.8,451.85,0,0,Somaliland,Private,1,Female,Medicine,1
56.9,872.15,0,0,Hirshabelle,Private,1,Female,CS,1
64.2,328.1,1,1,Koonfur Galbeed,Private,1,Male,CS,1
83.7,52.0,1,0,Koonfur Galbeed,Private,1,Male,Eng,1
95.5,70.84,0,0,Puntland,Public,0,Female,CS,1
60.1,213.24,0,1,Koonfur Galbeed,Private,1,Male,CS,1
77.1,174.72,0,0,Hirshabelle,Public,1,Male,CS,1
85.1,94.83,0,0,Puntland,Private,1,Male,Agri,1
97.6,96.76,1,0,Banadir,Private,0,Male,Eng,1
80.5,293.15,0,1,Puntland,Private,1,Male,Agri,1
62.8,129.89,0,0,Koonfur Galbeed,Private,1,Female,Agri,0
81.3,299.04,0,0,Hirshabelle,Private,1,Female,Agri,1
66.0,273.77,0,1,Galmudug,Private,1,Female,Medicine,1
98.8,142.37,1,0,Galmudug,Public,1,Male,CS,1
70.0,190.52,1,0,Somaliland,Public,1,Female,Medicine,1
84.3,117.93,0,1,Koonfur Galbeed,Private,1,Female,CS,1
51.2,221.15,0,1,Puntland,Public,1,Female,Eng,1
70.0,522.45,1,0,Somaliland,Private,1,Male,CS,1
93.8,320.19,0,1,Puntland,Private,0,Female,CS,1
80.5,230.24,1,1,Hirshabelle,Private,1,Male,Eng,1
72.2,299.54,1,0,Jubaland,Private,1,Female,CS,1
96.8,148.1,0,1,Galmudug,Public,1,Female,CS,1
92.7,147.14,1,1,Koonfur Galbeed,Public,1,Male,CS,1
66.1,76.96,0,1,Puntland,Public,1,Male,Eng,1
77.2,137.48,1,0,Koonfur Galbeed,Private,1,Male,CS,1
74.5,192.26,0,1,Banadir,Public,1,Female,CS,1
81.6,127.21,0,1,Hirshabelle,Private,1,Male,CS,1
66.7,61.71,0,0,Galmudug,Public,1,Female,Eng,1
62.2,58.21,0,1,Hirshabelle,Public,1,Female,CS,1
95.6,114.29,0,1,Puntland,Private,1,Female,CS,1
96.2,92.67,0,1,Koonfur Galbeed,Public,1,Male,Agri,1
92.2,161.57,0,1,Hirshabelle,Public,1,Male,Agri,1
98.9,214.51,0,0,Banadir,Public,1,Female,CS,1
87.2,210.45,0,0,Jubaland,Public,1,Male,CS,1
88.2,87.6,1,0,Hirshabelle,Private,1,Male,CS,1
88.1,319.63,1,0,Jubaland,Private,1,Female,Eng,1
74.0,479.08,0,0,Somaliland,Private,1,Male,CS,1
72.8,220.77,0,1,Puntland,Public,1,Male,Agri,1
62.0,193.65,1,1,Jubaland,Private,1,Female,Agri,1
82.2,88.48,1,0,Koonfur Galbeed,Public,1,Female,Eng,1
64.5,55.06,0,1,Galmudug,Public,1,Male,CS,1
62.9,292.3,1,0,Hirshabelle,Private,1,Female,Agri,1
79.3,513.83,0,0,Hirshabelle,Private,1,Female,Eng,1
70.5,591.57,0,0,Hirshabelle,Private,1,Female,Eng,1
60.9,59.71,1,0,Somaliland,Public,1,Female,CS,1
90.8,250.11,1,0,Hirshabelle,Private,1,Female,Eng,1
93.0,163.21,1,1,Somaliland,Public,0,Male,Agri,1
58.4,53.49,0,1,Galmudug,Private,1,Female,Agri,1
50.4,141.29,0,0,Somaliland,Private,1,Female,Eng,1
66.8,100.72,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
89.9,184.02,0,0,Hirshabelle,Public,1,Male,Medicine,1
92.0,251.69,0,1,Galmudug,Public,1,Female,Eng,1
56.9,182.64,0,1,Jubaland,Private,1,Female,Agri,0
88.7,219.91,0,0,Jubaland,Private,0,Female,Eng,0
55.8,213.39,1,0,Hirshabelle,Private,1,Female,CS,1
69.5,50.21,0,0,Puntland,Private,0,Male,CS,1
99.9,660.47,0,1,Hirshabelle,Public,1,Male,Eng,1
59.6,330.59,1,0,Puntland,Private,1,Female,Agri,1
57.7,55.21,0,0,Banadir,Private,1,Female,CS,1
71.1,95.28,1,0,Hirshabelle,Public,1,Male,Medicine,1
81.0,97.72,0,0,Galmudug,Private,1,Female,Agri,1
96.6,71.12,0,0,Somaliland,Public,1,Male,Medicine,1
99.0,64.19,1,0,Galmudug,Private,1,Male,CS,1
53.5,174.51,0,1,Hirshabelle,Public,1,Female,Medicine,1
56.9,70.88,1,0,Hirshabelle,Private,1,Male,Medicine,1
89.5,302.99,1,0,Koonfur Galbeed,Private,1,Female,CS,1
63.5,175.3,0,0,Hirshabelle,Private,1,Female,Eng,0
94.2,95.49,1,0,Jubaland,Private,1,Male,Eng,1
83.2,284.92,1,1,Puntland,Private,1,Male,Eng,1
55.6,253.28,1,1,Banadir,Public,1,Female,Eng,1
91.6,564.96,0,0,Galmudug,Private,1,Male,CS,1
58.8,81.15,0,1,Galmudug,Private,1,Male,CS,1
71.2,76.38,1,1,Galmudug,Private,1,Male,CS,1
77.6,78.92,0,1,Banadir,Private,1,Male,CS,1
75.0,129.71,0,0,Galmudug,Private,1,Male,Eng,1
84.3,381.38,0,0,Hirshabelle,Private,1,Male,CS,1
82.6,622.76,0,0,Hirshabelle,Public,1,Male,Eng,1
99.6,212.92,0,1,Jubaland,Public,1,Female,CS,1
100.0,350.49,0,1,Banadir,Public,0,Female,CS,1
75.8,799.85,0,0,Jubaland,Private,1,Male,CS,1
54.8,55.7,0,0,Galmudug,Private,1,Male,Medicine,1
86.4,483.46,1,0,Jubaland,Private,1,Male,Eng,1
98.8,117.96,0,0,Galmudug,Public,1,Male,Agri,1
65.9,51.98,0,1,Jubaland,Private,1,Female,CS,1
73.1,139.66,0,0,Jubaland,Public,1,Male,Eng,1
71.2,564.57,0,1,Somaliland,Private,1,Male,Eng,1
52.6,143.64,1,1,Galmudug,Public,1,Male,Medicine,1
83.6,177.62,1,1,Puntland,Private,1,Male,CS,1
67.7,99.18,0,1,Jubaland,Public,0,Male,CS,1
89.4,50.66,0,0,Somaliland,Public,1,Male,CS,1
91.6,480.1,0,1,Galmudug,Public,1,Male,Agri,1
91.1,204.39,0,1,Koonfur Galbeed,Private,1,Female,Medicine,1
70.8,62.47,0,0,Galmudug,Public,1,Female,Medicine,1
66.1,229.37,0,0,Banadir,Public,1,Female,Eng,1
87.4,99.03,0,0,Galmudug,Public,1,Female,Medicine,1
90.1,60.36,0,0,Somaliland,Private,1,Female,Eng,1
74.6,133.93,0,0,Banadir,Public,1,Female,CS,1
94.7,368.15,0,0,Puntland,Private,1,Male,Medicine,1
57.2,425.99,0,1,Koonfur Galbeed,Private,0,Female,CS,0
94.0,273.08,0,0,Somaliland,Private,1,Male,CS,1
54.8,237.78,0,0,Puntland,Public,1,Female,CS,1
57.7,96.28,0,0,Banadir,Private,1,Female,Eng,1
76.7,78.46,0,0,Galmudug,Private,1,Male,Eng,1
53.4,351.72,0,1,Hirshabelle,Public,1,Male,Eng,1
52.6,131.6,1,0,Somaliland,Private,0,Male,CS,0
50.0,522.93,1,0,Banadir,Public,1,Male,Agri,1
71.8,194.36,0,0,Somaliland,Private,1,Male,CS,1
88.7,279.53,0,0,Galmudug,Private,1,Male,Agri,1
51.7,237.32,1,1,Banadir,Private,1,Female,Eng,1
82.6,167.02,1,1,Puntland,Public,1,Male,Eng,1
91.2,52.08,0,0,Banadir,Public,1,Female,Medicine,1
58.4,75.6,0,1,Jubaland,Public,1,Male,Eng,1
57.3,91.92,0,0,Puntland,Private,1,Female,Eng,1
93.0,62.96,0,1,Puntland,Private,1,Female,CS,1
91.2,74.48,0,0,Banadir,Private,1,Male,Eng,1
76.9,195.6,0,0,Hirshabelle,Public,1,Male,CS,1
91.0,212.62,0,1,Jubaland,Public,0,Female,Medicine,1
54.6,271.11,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
69.7,86.51,0,0,Somaliland,Private,1,Male,Agri,1
86.9,332.23,1,1,Puntland,Public,1,Male,Medicine,1
62.9,91.75,0,1,Puntland,Private,1,Female,CS,1
87.6,53.73,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
75.2,138.87,0,1,Galmudug,Public,1,Male,CS,1
87.5,86.13,1,1,Somaliland,Public,1,Female,Medicine,1
73.2,210.68,0,0,Galmudug,Private,1,Female,Medicine,1
68.4,508.13,0,0,Jubaland,Private,1,Female,Eng,1
61.0,153.29,0,1,Banadir,Public,1,Male,CS,1
60.4,496.81,1,1,Galmudug,Private,1,Male,CS,1
87.6,133.87,1,0,Banadir,Public,1,Female,Medicine,1
55.9,54.82,1,0,Puntland,Public,1,Female,CS,1
54.3,480.6,1,0,Galmudug,Private,1,Female,CS,1
58.8,164.69,0,1,Jubaland,Public,1,Male,Medicine,1
58.8,398.38,0,1,Puntland,Public,1,Female,Medicine,1
91.2,92.31,0,0,Banadir,Public,1,Female,CS,1
69.9,192.21,1,1,Galmudug,Private,1,Female,Eng,1
99.5,64.96,0,1,Galmudug,Private,1,Female,Agri,1
56.9,217.53,0,0,Puntland,Private,1,Male,Medicine,0
82.7,140.17,1,0,Somaliland,Public,1,Female,CS,1
72.4,345.55,0,0,Somaliland,Public,1,Male,CS,1
69.6,218.53,0,0,Koonfur Galbeed,Public,1,Female,CS,1
93.8,226.14,0,0,Hirshabelle,Public,1,Female,Eng,1
98.8,130.31,1,1,Puntland,Public,1,Female,Eng,1
93.6,239.99,1,1,Jubaland,Private,1,Male,CS,1
59.6,296.31,0,0,Koonfur Galbeed,Public,1,Female,CS,1
61.0,184.01,1,1,Somaliland,Public,0,Female,Medicine,0
82.8,367.56,1,1,Banadir,Private,1,Male,Medicine,1
64.5,97.32,1,0,Somaliland,Public,1,Male,Agri,1
86.7,174.19,1,0,Galmudug,Public,1,Male,CS,1
78.3,224.18,0,1,Koonfur Galbeed,Private,1,Male,CS,1
77.5,127.14,1,1,Somaliland,Private,0,Female,Medicine,1
91.4,90.15,0,0,Banadir,Public,1,Female,CS,1
85.5,68.09,1,1,Puntland,Public,0,Female,CS,1
51.3,206.73,0,1,Somaliland,Private,1,Female,Medicine,1
52.5,99.41,1,1,Banadir,Private,1,Male,Medicine,0
80.1,61.4,1,1,Banadir,Public,1,Female,CS,1
74.3,199.23,0,0,Galmudug,Private,1,Male,Eng,1
63.0,69.78,1,0,Hirshabelle,Private,1,Male,Medicine,1
70.9,424.07,0,0,Puntland,Public,1,Female,CS,1
87.9,65.19,0,1,Jubaland,Private,1,Female,Agri,1
91.3,294.82,0,1,Galmudug,Private,1,Male,CS,1
78.1,229.05,1,1,Galmudug,Private,1,Male,Agri,1
69.3,59.26,0,0,Koonfur Galbeed,Private,1,Male,Agri,1
63.5,128.28,0,0,Koonfur Galbeed,Public,1,Male,Medicine,1
76.1,354.57,1,0,Somaliland,Private,0,Male,CS,1
65.7,79.36,0,0,Koonfur Galbeed,Private,1,Male,Agri,1
78.2,161.26,0,0,Banadir,Private,1,Male,Medicine,1
83.8,358.14,1,1,Koonfur Galbeed,Public,1,Male,CS,1
53.3,83.25,1,0,Banadir,Private,0,Female,Eng,0
50.1,100.6,1,1,Banadir,Public,1,Male,Medicine,1
60.6,68.87,0,1,Banadir,Public,1,Male,Agri,1
94.7,475.94,1,1,Banadir,Public,1,Female,Eng,1
82.3,66.5,0,0,Jubaland,Private,1,Male,Agri,1
58.6,581.77,0,1,Galmudug,Private,1,Female,Eng,1
94.5,136.71,0,1,Hirshabelle,Public,0,Female,Eng,1
73.5,324.47,0,0,Banadir,Private,1,Female,Medicine,1
73.8,288.45,1,1,Somaliland,Private,1,Male,Agri,1
96.8,217.02,1,1,Banadir,Public,1,Male,Agri,1
53.0,148.17,0,0,Puntland,Private,1,Male,Agri,1
60.8,208.86,0,0,Hirshabelle,Public,0,Male,Eng,0
79.3,116.06,1,0,Galmudug,Private,1,Male,Eng,1
59.8,237.93,1,0,Puntland,Public,1,Female,CS,1
84.0,51.21,0,1,Somaliland,Private,1,Male,Agri,1
60.7,61.71,0,0,Koonfur Galbeed,Public,1,Female,CS,1
55.0,69.18,0,0,Galmudug,Public,1,Female,CS,1
60.3,80.96,0,0,Puntland,Private,1,Male,Medicine,1
71.1,97.17,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
58.8,359.15,0,0,Puntland,Public,1,Female,Eng,1
56.7,691.02,1,1,Somaliland,Public,1,Male,CS,0
93.0,85.64,0,0,Galmudug,Private,1,Female,CS,1
66.0,62.08,0,0,Jubaland,Private,1,Male,CS,1
68.0,89.72,0,1,Banadir,Public,1,Male,Medicine,1
52.8,254.66,1,1,Hirshabelle,Private,1,Male,CS,1
67.9,355.82,0,0,Puntland,Public,1,Male,Eng,1
63.2,140.76,0,0,Galmudug,Public,0,Male,CS,1
80.5,134.08,0,0,Somaliland,Private,1,Female,Medicine,1
60.3,205.55,1,0,Hirshabelle,Private,1,Male,Medicine,1
94.4,267.44,1,0,Koonfur Galbeed,Private,1,Female,Medicine,1
96.5,187.7,0,1,Hirshabelle,Public,1,Male,Agri,1
55.0,54.99,0,1,Koonfur Galbeed,Public,1,Male,CS,1
55.4,724.3,0,0,Jubaland,Private,1,Male,Medicine,0
55.8,136.22,1,1,Banadir,Private,1,Male,Eng,1
81.0,156.26,1,0,Jubaland,Private,0,Female,CS,1
56.1,66.14,0,0,Jubaland,Public,0,Male,Agri,1
92.6,60.34,0,0,Hirshabelle,Private,1,Male,Agri,1
87.7,61.77,1,0,Puntland,Private,1,Female,Eng,1
91.0,178.0,1,1,Galmudug,Private,0,Male,Agri,1
76.3,60.71,0,0,Jubaland,Public,1,Female,Medicine,1
99.8,591.68,0,1,Galmudug,Public,1,Female,Medicine,1
52.2,162.2,0,0,Somaliland,Private,1,Female,CS,1
70.1,159.14,1,1,Somaliland,Public,1,Male,CS,1
66.2,371.41,1,1,Puntland,Private,1,Male,CS,1
97.4,156.22,1,0,Hirshabelle,Public,1,Female,Medicine,1
78.8,86.78,1,0,Banadir,Private,1,Male,Medicine,1
90.3,238.42,0,1,Puntland,Public,1,Male,CS,1
58.5,55.95,0,0,Somaliland,Public,0,Female,Eng,0
98.9,71.68,0,0,Puntland,Public,0,Male,CS,1
74.9,201.85,1,1,Koonfur Galbeed,Public,1,Female,Medicine,1
74.7,52.83,0,0,Somaliland,Private,1,Female,CS,1
98.5,186.46,0,0,Puntland,Private,1,Female,Eng,1
69.0,395.29,0,0,Puntland,Private,1,Male,Medicine,1
69.9,817.82,1,0,Puntland,Private,1,Female,Eng,0
79.2,310.44,1,0,Galmudug,Public,1,Male,CS,1
56.4,88.67,1,0,Jubaland,Private,1,Female,Medicine,1
66.1,121.85,0,0,Puntland,Private,0,Female,Agri,0
59.7,104.45,1,0,Koonfur Galbeed,Public,1,Male,CS,1
55.2,108.55,1,0,Galmudug,Private,1,Female,Medicine,1
93.3,244.03,1,1,Somaliland,Private,1,Female,CS,1
79.5,376.51,1,0,Jubaland,Public,1,Male,CS,1
